2026-07-08 17:31:21.851 +05:00 [INF] Starting Portfolio API
2026-07-08 17:31:22.213 +05:00 [WRN] Failed to determine the https port for redirect.
2026-07-08 17:31:48.528 +05:00 [INF] HTTP OPTIONS /api/projects/4 responded 204 in 0.0537 ms
2026-07-08 17:31:48.567 +05:00 [INF] HTTP GET /api/projects/4 responded 200 in 34.5889 ms
2026-07-08 17:31:50.176 +05:00 [INF] HTTP GET /api/projects/paged responded 200 in 6.5789 ms
2026-07-08 17:31:51.632 +05:00 [INF] HTTP OPTIONS /api/skills/paged responded 204 in 0.3075 ms
2026-07-08 17:31:51.646 +05:00 [INF] HTTP GET /api/skills/paged responded 200 in 7.1178 ms
2026-07-08 17:31:51.663 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.1885 ms
2026-07-08 17:31:51.663 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.1131 ms
2026-07-08 17:31:51.664 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0609 ms
2026-07-08 17:31:51.664 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0264 ms
2026-07-08 17:31:51.664 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0253 ms
2026-07-08 17:31:51.665 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0236 ms
2026-07-08 17:31:51.669 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0441 ms
2026-07-08 17:31:51.671 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0748 ms
2026-07-08 17:31:51.674 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0453 ms
2026-07-08 17:31:51.676 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0816 ms
2026-07-08 17:31:51.680 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0535 ms
2026-07-08 17:31:51.682 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0378 ms
2026-07-08 17:31:51.684 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0456 ms
2026-07-08 17:31:51.686 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0335 ms
2026-07-08 17:31:51.689 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0431 ms
2026-07-08 17:31:51.691 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0395 ms
2026-07-08 17:31:51.694 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.1003 ms
2026-07-08 17:31:51.697 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0534 ms
2026-07-08 17:31:51.699 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0323 ms
2026-07-08 17:31:51.701 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0645 ms
2026-07-08 17:31:51.703 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0326 ms
2026-07-08 17:31:51.705 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0295 ms
2026-07-08 17:31:51.707 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0638 ms
2026-07-08 17:31:51.710 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0919 ms
2026-07-08 17:31:51.712 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0656 ms
2026-07-08 17:31:51.715 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0313 ms
2026-07-08 17:31:51.717 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0344 ms
2026-07-08 17:31:51.719 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0439 ms
2026-07-08 17:31:51.721 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0483 ms
2026-07-08 17:31:51.724 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0484 ms
2026-07-08 17:31:51.726 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0300 ms
2026-07-08 17:31:51.729 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0538 ms
2026-07-08 17:31:51.731 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0455 ms
2026-07-08 17:31:51.753 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 20.3801 ms
2026-07-08 17:31:51.756 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 2.0742 ms
2026-07-08 17:31:51.760 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 2.3061 ms
2026-07-08 17:31:51.779 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 11.0670 ms
2026-07-08 17:31:51.779 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 10.8483 ms
2026-07-08 17:31:51.779 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 18.1177 ms
2026-07-08 17:31:51.779 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 11.8541 ms
2026-07-08 17:31:51.779 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 11.5214 ms
2026-07-08 17:31:51.779 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 4.3033 ms
2026-07-08 17:31:51.779 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 12.0553 ms
2026-07-08 17:31:51.780 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 12.2609 ms
2026-07-08 17:31:51.781 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 10.8831 ms
2026-07-08 17:31:51.781 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 9.2038 ms
2026-07-08 17:31:51.782 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 2.2300 ms
2026-07-08 17:31:51.782 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 5.7817 ms
2026-07-08 17:31:51.782 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 2.0267 ms
2026-07-08 17:31:55.751 +05:00 [INF] HTTP OPTIONS /api/education/paged responded 204 in 1.3062 ms
2026-07-08 17:31:55.829 +05:00 [INF] HTTP GET /api/education/paged responded 200 in 67.0879 ms
2026-07-08 17:31:55.834 +05:00 [INF] HTTP OPTIONS /api/education/0 responded 204 in 0.0292 ms
2026-07-08 17:31:55.834 +05:00 [INF] HTTP OPTIONS /api/education/0 responded 204 in 0.0199 ms
2026-07-08 17:31:55.857 +05:00 [INF] HTTP GET /api/education/0 responded 404 in 19.7830 ms
2026-07-08 17:31:55.862 +05:00 [ERR] HTTP GET /api/education/0 responded 500 in 4.3976 ms
2026-07-08 17:32:16.562 +05:00 [INF] HTTP OPTIONS /api/awards/paged responded 204 in 0.0303 ms
2026-07-08 17:32:16.598 +05:00 [INF] HTTP GET /api/awards/paged responded 200 in 28.1025 ms
2026-07-08 17:32:19.047 +05:00 [INF] HTTP OPTIONS /api/certifications/paged responded 204 in 0.0329 ms
2026-07-08 17:32:19.061 +05:00 [INF] HTTP GET /api/certifications/paged responded 200 in 6.4605 ms
2026-07-08 17:32:21.236 +05:00 [INF] HTTP OPTIONS /api/blog/paged responded 204 in 0.0256 ms
2026-07-08 17:32:21.282 +05:00 [INF] HTTP GET /api/blog/paged responded 200 in 34.9048 ms
2026-07-08 17:32:23.392 +05:00 [INF] HTTP OPTIONS /api/testimonials/paged responded 204 in 0.0423 ms
2026-07-08 17:32:23.429 +05:00 [INF] HTTP GET /api/testimonials/paged responded 200 in 29.8701 ms
2026-07-08 17:32:34.167 +05:00 [INF] HTTP OPTIONS /api/references/paged responded 204 in 0.0409 ms
2026-07-08 17:32:34.201 +05:00 [INF] HTTP GET /api/references/paged responded 200 in 26.8731 ms
2026-07-08 17:32:35.185 +05:00 [INF] HTTP OPTIONS /api/experience/paged responded 204 in 0.0286 ms
2026-07-08 17:32:35.185 +05:00 [INF] HTTP OPTIONS /api/projects/paged responded 204 in 0.0086 ms
2026-07-08 17:32:35.185 +05:00 [INF] HTTP OPTIONS /api/education/paged responded 204 in 0.0075 ms
2026-07-08 17:32:35.189 +05:00 [INF] HTTP OPTIONS /api/awards/paged responded 204 in 0.0242 ms
2026-07-08 17:32:35.189 +05:00 [INF] HTTP OPTIONS /api/skills/paged responded 204 in 0.0154 ms
2026-07-08 17:32:35.189 +05:00 [INF] HTTP OPTIONS /api/certifications/paged responded 204 in 0.0113 ms
2026-07-08 17:32:35.194 +05:00 [INF] HTTP OPTIONS /api/documents/paged responded 204 in 0.0394 ms
2026-07-08 17:32:35.209 +05:00 [INF] HTTP GET /api/education/paged responded 200 in 7.1830 ms
2026-07-08 17:32:35.209 +05:00 [INF] HTTP GET /api/projects/paged responded 200 in 9.4609 ms
2026-07-08 17:32:35.210 +05:00 [INF] HTTP GET /api/experience/paged responded 200 in 13.6228 ms
2026-07-08 17:32:35.210 +05:00 [INF] HTTP GET /api/awards/paged responded 200 in 3.2986 ms
2026-07-08 17:32:35.212 +05:00 [INF] HTTP GET /api/certifications/paged responded 200 in 2.3589 ms
2026-07-08 17:32:35.213 +05:00 [INF] HTTP GET /api/skills/paged responded 200 in 3.1191 ms
2026-07-08 17:32:35.228 +05:00 [INF] HTTP OPTIONS /api/experience/3 responded 204 in 0.0280 ms
2026-07-08 17:32:35.243 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0282 ms
2026-07-08 17:32:35.246 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0217 ms
2026-07-08 17:32:35.246 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0781 ms
2026-07-08 17:32:35.246 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0273 ms
2026-07-08 17:32:35.246 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0310 ms
2026-07-08 17:32:35.248 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0215 ms
2026-07-08 17:32:35.251 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0227 ms
2026-07-08 17:32:35.255 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0958 ms
2026-07-08 17:32:35.258 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0217 ms
2026-07-08 17:32:35.261 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0253 ms
2026-07-08 17:32:35.264 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0220 ms
2026-07-08 17:32:35.266 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0233 ms
2026-07-08 17:32:35.269 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0197 ms
2026-07-08 17:32:35.272 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0278 ms
2026-07-08 17:32:35.274 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0206 ms
2026-07-08 17:32:35.277 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0211 ms
2026-07-08 17:32:35.277 +05:00 [INF] HTTP GET /api/documents/paged responded 200 in 59.6981 ms
2026-07-08 17:32:35.279 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0207 ms
2026-07-08 17:32:35.281 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0178 ms
2026-07-08 17:32:35.283 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0181 ms
2026-07-08 17:32:35.285 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0156 ms
2026-07-08 17:32:35.288 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0708 ms
2026-07-08 17:32:35.290 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0219 ms
2026-07-08 17:32:35.294 +05:00 [INF] HTTP GET /api/experience/3 responded 200 in 1.9712 ms
2026-07-08 17:32:35.295 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0206 ms
2026-07-08 17:32:35.297 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0336 ms
2026-07-08 17:32:35.299 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0175 ms
2026-07-08 17:32:35.301 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0153 ms
2026-07-08 17:32:35.304 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0481 ms
2026-07-08 17:32:35.307 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0225 ms
2026-07-08 17:32:35.310 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0343 ms
2026-07-08 17:32:35.312 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0166 ms
2026-07-08 17:32:35.314 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0172 ms
2026-07-08 17:32:35.317 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0182 ms
2026-07-08 17:32:35.319 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0155 ms
2026-07-08 17:32:35.323 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 1.3121 ms
2026-07-08 17:32:35.326 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 1.4804 ms
2026-07-08 17:32:35.328 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 1.4838 ms
2026-07-08 17:32:35.332 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 2.1297 ms
2026-07-08 17:32:35.334 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 1.4148 ms
2026-07-08 17:32:35.348 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 12.6125 ms
2026-07-08 17:32:35.349 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 0.5142 ms
2026-07-08 17:32:35.349 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 0.4895 ms
2026-07-08 17:32:35.350 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 2.6963 ms
2026-07-08 17:32:35.350 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 0.8839 ms
2026-07-08 17:32:35.352 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 1.0589 ms
2026-07-08 17:32:35.353 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 1.4129 ms
2026-07-08 17:32:35.353 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 0.3076 ms
2026-07-08 17:32:35.354 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 2.4523 ms
2026-07-08 17:32:35.354 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 1.2987 ms
2026-07-08 17:32:35.355 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 0.6621 ms
2026-07-08 17:32:35.355 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 0.7404 ms
2026-07-08 17:32:35.355 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 4.8274 ms
2026-07-08 17:32:43.131 +05:00 [INF] HTTP OPTIONS /api/documents/paged responded 204 in 0.2730 ms
2026-07-08 17:32:43.145 +05:00 [INF] HTTP GET /api/documents/paged responded 200 in 3.5450 ms
2026-07-08 17:32:44.553 +05:00 [INF] HTTP OPTIONS /api/experience/paged responded 204 in 0.0212 ms
2026-07-08 17:32:44.554 +05:00 [INF] HTTP OPTIONS /api/projects/paged responded 204 in 0.0189 ms
2026-07-08 17:32:44.556 +05:00 [INF] HTTP OPTIONS /api/skills/paged responded 204 in 0.0587 ms
2026-07-08 17:32:44.556 +05:00 [INF] HTTP OPTIONS /api/education/paged responded 204 in 0.0883 ms
2026-07-08 17:32:44.558 +05:00 [INF] HTTP OPTIONS /api/certifications/paged responded 204 in 0.0197 ms
2026-07-08 17:32:44.558 +05:00 [INF] HTTP OPTIONS /api/awards/paged responded 204 in 0.0088 ms
2026-07-08 17:32:44.581 +05:00 [INF] HTTP GET /api/skills/paged responded 200 in 7.0547 ms
2026-07-08 17:32:44.581 +05:00 [INF] HTTP GET /api/education/paged responded 200 in 5.6767 ms
2026-07-08 17:32:44.601 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.3518 ms
2026-07-08 17:32:44.590 +05:00 [INF] HTTP GET /api/experience/paged responded 200 in 25.3974 ms
2026-07-08 17:32:44.591 +05:00 [INF] HTTP GET /api/awards/paged responded 200 in 9.5422 ms
2026-07-08 17:32:44.593 +05:00 [INF] HTTP GET /api/certifications/paged responded 200 in 14.1412 ms
2026-07-08 17:32:44.589 +05:00 [INF] HTTP GET /api/projects/paged responded 200 in 21.0698 ms
2026-07-08 17:32:44.604 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0208 ms
2026-07-08 17:32:44.607 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0183 ms
2026-07-08 17:32:44.609 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0186 ms
2026-07-08 17:32:44.614 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0329 ms
2026-07-08 17:32:44.618 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0197 ms
2026-07-08 17:32:44.621 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0343 ms
2026-07-08 17:32:44.624 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0157 ms
2026-07-08 17:32:44.627 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0107 ms
2026-07-08 17:32:44.629 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0134 ms
2026-07-08 17:32:44.631 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0146 ms
2026-07-08 17:32:44.633 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0099 ms
2026-07-08 17:32:44.636 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0100 ms
2026-07-08 17:32:44.639 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0166 ms
2026-07-08 17:32:44.641 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0115 ms
2026-07-08 17:32:44.644 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0292 ms
2026-07-08 17:32:44.646 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0106 ms
2026-07-08 17:32:44.649 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0107 ms
2026-07-08 17:32:44.651 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0099 ms
2026-07-08 17:32:44.655 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0431 ms
2026-07-08 17:32:44.658 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0123 ms
2026-07-08 17:32:44.660 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0103 ms
2026-07-08 17:32:44.662 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0105 ms
2026-07-08 17:32:44.665 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0101 ms
2026-07-08 17:32:44.667 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0097 ms
2026-07-08 17:32:44.668 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0095 ms
2026-07-08 17:32:44.673 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0187 ms
2026-07-08 17:32:44.675 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0103 ms
2026-07-08 17:32:44.677 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0153 ms
2026-07-08 17:32:44.680 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0099 ms
2026-07-08 17:32:44.682 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0096 ms
2026-07-08 17:32:44.684 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0234 ms
2026-07-08 17:32:44.686 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0140 ms
2026-07-08 17:32:44.690 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 1.1651 ms
2026-07-08 17:32:44.692 +05:00 [INF] HTTP OPTIONS /api/experience/3 responded 204 in 0.0161 ms
2026-07-08 17:32:44.695 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 0.9996 ms
2026-07-08 17:32:44.697 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 1.1132 ms
2026-07-08 17:32:44.700 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 0.9800 ms
2026-07-08 17:32:44.706 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 2.0623 ms
2026-07-08 17:32:44.702 +05:00 [INF] HTTP GET /api/skills/0 responded 404 in 1.1302 ms
2026-07-08 17:32:44.714 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 1.1003 ms
2026-07-08 17:32:44.714 +05:00 [ERR] HTTP GET /api/experience/3 responded 500 in 0.7169 ms
2026-07-08 17:32:44.717 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 7.0053 ms
2026-07-08 17:32:44.718 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 4.5635 ms
2026-07-08 17:32:44.718 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 3.0982 ms
2026-07-08 17:32:44.718 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 4.4285 ms
2026-07-08 17:32:44.718 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 3.1794 ms
2026-07-08 17:32:44.719 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 2.8198 ms
2026-07-08 17:32:44.719 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 4.1097 ms
2026-07-08 17:32:44.723 +05:00 [ERR] HTTP GET /api/skills/0 responded 500 in 6.5315 ms
2026-07-08 17:32:59.566 +05:00 [INF] HTTP OPTIONS /api/experience/paged responded 204 in 0.0181 ms
2026-07-08 17:32:59.567 +05:00 [INF] HTTP OPTIONS /api/projects/paged responded 204 in 0.0159 ms
2026-07-08 17:32:59.567 +05:00 [INF] HTTP OPTIONS /api/education/paged responded 204 in 0.0149 ms
2026-07-08 17:32:59.567 +05:00 [INF] HTTP OPTIONS /api/skills/paged responded 204 in 0.0149 ms
2026-07-08 17:32:59.568 +05:00 [INF] HTTP OPTIONS /api/certifications/paged responded 204 in 0.0073 ms
2026-07-08 17:32:59.568 +05:00 [INF] HTTP OPTIONS /api/awards/paged responded 204 in 0.0077 ms
2026-07-08 17:32:59.582 +05:00 [INF] HTTP GET /api/experience/paged responded 200 in 5.9364 ms
2026-07-08 17:32:59.584 +05:00 [INF] HTTP GET /api/education/paged responded 200 in 3.6948 ms
2026-07-08 17:32:59.603 +05:00 [INF] HTTP OPTIONS /api/experience/3 responded 204 in 0.0434 ms
2026-07-08 17:32:59.595 +05:00 [INF] HTTP GET /api/skills/paged responded 200 in 4.5699 ms
2026-07-08 17:32:59.599 +05:00 [INF] HTTP GET /api/certifications/paged responded 200 in 6.4323 ms
2026-07-08 17:32:59.599 +05:00 [INF] HTTP GET /api/awards/paged responded 200 in 4.4814 ms
2026-07-08 17:32:59.584 +05:00 [INF] HTTP GET /api/projects/paged responded 200 in 5.9698 ms
2026-07-08 17:32:59.620 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0186 ms
2026-07-08 17:32:59.621 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0161 ms
2026-07-08 17:32:59.621 +05:00 [INF] HTTP GET /api/experience/3 responded 200 in 12.3022 ms
2026-07-08 17:32:59.621 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0085 ms
2026-07-08 17:32:59.623 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0583 ms
2026-07-08 17:32:59.627 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.1161 ms
2026-07-08 17:32:59.631 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0999 ms
2026-07-08 17:32:59.635 +05:00 [INF] HTTP OPTIONS /api/skills/0 responded 204 in 0.0180 ms
